"","Round","State","Match-up"
"8065",161,"Iowa",21
"8066",161,"Kansas",16
"8067",161,"Kentucky",22
"8068",161,"Louisiana",26
"8069",161,"Maine",9
"8070",161,"Maryland",24
"8071",161,"Massachusetts",46
"8072",161,"Michigan",28
"8073",161,"Minnesota",17
"8074",161,"Mississippi",19
"8075",161,"Missouri",30
"8076",161,"Montana",6
"8077",161,"Nebraska",25
"8078",161,"Nevada",12
"8079",161,"New Hampshire",8
"8080",161,"New Jersey",32
"8081",161,"New Mexico",42
"8082",161,"New York",38
"8083",161,"North Carolina",47
"8084",161,"North Dakota",2
"8085",161,"Ohio",33
"8086",161,"Oklahoma",11
"8087",161,"Oregon",13
"8088",161,"Pennsylvania",49
"8089",161,"Rhode Island",7
"8090",161,"South Carolina",29
"8091",161,"South Dakota",4
"8092",161,"Tennessee",36
"8093",161,"Texas",39
"8094",161,"Utah",15
"8095",161,"Vermont",1
"8096",161,"Virginia",44
"8097",161,"Washington",20
"8098",161,"West Virginia",27
"8099",161,"Wisconsin",23
"8100",161,"Wyoming",0
"8101",162,"Alabama",35
"8102",162,"Alaska",3
"8103",162,"Arizona",38
"8104",162,"Arkansas",18
"8105",162,"California",46
"8106",162,"Colorado",42
"8107",162,"Connecticut",44
"8108",162,"Delaware",5
"8109",162,"Florida",36
"8110",162,"Georgia",49
"8111",162,"Hawaii",10
"8112",162,"Idaho",14
"8113",162,"Illinois",32
"8114",162,"Indiana",41
"8115",162,"Iowa",21
"8116",162,"Kansas",16
"8117",162,"Kentucky",22
"8118",162,"Louisiana",26
"8119",162,"Maine",9
"8120",162,"Maryland",24
"8121",162,"Massachusetts",47
"8122",162,"Michigan",28
"8123",162,"Minnesota",17
"8124",162,"Mississippi",19
"8125",162,"Missouri",31
"8126",162,"Montana",6
"8127",162,"Nebraska",25
"8128",162,"Nevada",12
"8129",162,"New Hampshire",8
"8130",162,"New Jersey",33
"8131",162,"New Mexico",43
"8132",162,"New York",39
"8133",162,"North Carolina",48
"8134",162,"North Dakota",2
"8135",162,"Ohio",34
"8136",162,"Oklahoma",11
"8137",162,"Oregon",13
"8138",162,"Pennsylvania",30
"8139",162,"Rhode Island",7
"8140",162,"South Carolina",29
"8141",162,"South Dakota",4
"8142",162,"Tennessee",37
"8143",162,"Texas",40
"8144",162,"Utah",15
"8145",162,"Vermont",1
"8146",162,"Virginia",45
"8147",162,"Washington",20
"8148",162,"West Virginia",27
"8149",162,"Wisconsin",23
"8150",162,"Wyoming",0
"8151",163,"Alabama",36
"8152",163,"Alaska",3
"8153",163,"Arizona",39
"8154",163,"Arkansas",18
"8155",163,"California",47
"8156",163,"Colorado",43
"8157",163,"Connecticut",45
"8158",163,"Delaware",5
"8159",163,"Florida",37
"8160",163,"Georgia",26
"8161",163,"Hawaii",10
"8162",163,"Idaho",14
"8163",163,"Illinois",33
"8164",163,"Indiana",42
"8165",163,"Iowa",21
"8166",163,"Kansas",16
"8167",163,"Kentucky",22
"8168",163,"Louisiana",27
"8169",163,"Maine",9
"8170",163,"Maryland",24
"8171",163,"Massachusetts",48
"8172",163,"Michigan",29
"8173",163,"Minnesota",17
"8174",163,"Mississippi",19
"8175",163,"Missouri",32
"8176",163,"Montana",6
"8177",163,"Nebraska",25
"8178",163,"Nevada",12
"8179",163,"New Hampshire",8
"8180",163,"New Jersey",34
"8181",163,"New Mexico",44
"8182",163,"New York",40
"8183",163,"North Carolina",49
"8184",163,"North Dakota",2
"8185",163,"Ohio",35
"8186",163,"Oklahoma",11
"8187",163,"Oregon",13
"8188",163,"Pennsylvania",31
"8189",163,"Rhode Island",7
"8190",163,"South Carolina",30
"8191",163,"South Dakota",4
"8192",163,"Tennessee",38
"8193",163,"Texas",41
"8194",163,"Utah",15
"8195",163,"Vermont",1
"8196",163,"Virginia",46
"8197",163,"Washington",20
"8198",163,"West Virginia",28
"8199",163,"Wisconsin",23
"8200",163,"Wyoming",0
"8201",164,"Alabama",37
"8202",164,"Alaska",3
"8203",164,"Arizona",40
"8204",164,"Arkansas",18
"8205",164,"California",48
"8206",164,"Colorado",44
"8207",164,"Connecticut",46
"8208",164,"Delaware",5
"8209",164,"Florida",38
"8210",164,"Georgia",27
"8211",164,"Hawaii",10
"8212",164,"Idaho",14
"8213",164,"Illinois",34
"8214",164,"Indiana",43
"8215",164,"Iowa",21
"8216",164,"Kansas",16
"8217",164,"Kentucky",22
"8218",164,"Louisiana",28
"8219",164,"Maine",9
"8220",164,"Maryland",25
"8221",164,"Massachusetts",49
"8222",164,"Michigan",30
"8223",164,"Minnesota",17
"8224",164,"Mississippi",19
"8225",164,"Missouri",33
"8226",164,"Montana",6
"8227",164,"Nebraska",26
"8228",164,"Nevada",12
"8229",164,"New Hampshire",8
"8230",164,"New Jersey",35
"8231",164,"New Mexico",45
"8232",164,"New York",41
"8233",164,"North Carolina",24
"8234",164,"North Dakota",2
"8235",164,"Ohio",36
"8236",164,"Oklahoma",11
"8237",164,"Oregon",13
"8238",164,"Pennsylvania",32
"8239",164,"Rhode Island",7
"8240",164,"South Carolina",31
"8241",164,"South Dakota",4
"8242",164,"Tennessee",39
"8243",164,"Texas",42
"8244",164,"Utah",15
"8245",164,"Vermont",1
"8246",164,"Virginia",47
"8247",164,"Washington",20
"8248",164,"West Virginia",29
"8249",164,"Wisconsin",23
"8250",164,"Wyoming",0
"8251",165,"Alabama",38
"8252",165,"Alaska",3
"8253",165,"Arizona",41
"8254",165,"Arkansas",18
"8255",165,"California",49
"8256",165,"Colorado",45
"8257",165,"Connecticut",47
"8258",165,"Delaware",5
"8259",165,"Florida",39
"8260",165,"Georgia",28
"8261",165,"Hawaii",10
"8262",165,"Idaho",14
"8263",165,"Illinois",35
"8264",165,"Indiana",44
"8265",165,"Iowa",22
"8266",165,"Kansas",16
"8267",165,"Kentucky",23
"8268",165,"Louisiana",29
"8269",165,"Maine",9
"8270",165,"Maryland",26
"8271",165,"Massachusetts",19
"8272",165,"Michigan",31
"8273",165,"Minnesota",17
"8274",165,"Mississippi",20
"8275",165,"Missouri",34
"8276",165,"Montana",6
"8277",165,"Nebraska",27
"8278",165,"Nevada",12
"8279",165,"New Hampshire",8
"8280",165,"New Jersey",36
"8281",165,"New Mexico",46
"8282",165,"New York",42
"8283",165,"North Carolina",25
"8284",165,"North Dakota",2
"8285",165,"Ohio",37
"8286",165,"Oklahoma",11
"8287",165,"Oregon",13
"8288",165,"Pennsylvania",33
"8289",165,"Rhode Island",7
"8290",165,"South Carolina",32
"8291",165,"South Dakota",4
"8292",165,"Tennessee",40
"8293",165,"Texas",43
"8294",165,"Utah",15
"8295",165,"Vermont",1
"8296",165,"Virginia",48
"8297",165,"Washington",21
"8298",165,"West Virginia",30
"8299",165,"Wisconsin",24
"8300",165,"Wyoming",0
"8301",166,"Alabama",38
"8302",166,"Alaska",3
"8303",166,"Arizona",42
"8304",166,"Arkansas",18
"8305",166,"California",40
"8306",166,"Colorado",46
"8307",166,"Connecticut",48
"8308",166,"Delaware",5
"8309",166,"Florida",39
"8310",166,"Georgia",28
"8311",166,"Hawaii",10
"8312",166,"Idaho",14
"8313",166,"Illinois",35
"8314",166,"Indiana",45
"8315",166,"Iowa",22
"8316",166,"Kansas",16
"8317",166,"Kentucky",23
"8318",166,"Louisiana",29
"8319",166,"Maine",9
"8320",166,"Maryland",26
"8321",166,"Massachusetts",19
"8322",166,"Michigan",31
"8323",166,"Minnesota",17
"8324",166,"Mississippi",20
"8325",166,"Missouri",34
"8326",166,"Montana",6
"8327",166,"Nebraska",27
"8328",166,"Nevada",12
"8329",166,"New Hampshire",8
"8330",166,"New Jersey",36
"8331",166,"New Mexico",47
"8332",166,"New York",43
"8333",166,"North Carolina",25
"8334",166,"North Dakota",2
"8335",166,"Ohio",37
"8336",166,"Oklahoma",11
"8337",166,"Oregon",13
"8338",166,"Pennsylvania",33
"8339",166,"Rhode Island",7
"8340",166,"South Carolina",32
"8341",166,"South Dakota",4
"8342",166,"Tennessee",41
"8343",166,"Texas",44
"8344",166,"Utah",15
"8345",166,"Vermont",1
"8346",166,"Virginia",49
"8347",166,"Washington",21
"8348",166,"West Virginia",30
"8349",166,"Wisconsin",24
"8350",166,"Wyoming",0
"8351",167,"Alabama",39
"8352",167,"Alaska",3
"8353",167,"Arizona",43
"8354",167,"Arkansas",18
"8355",167,"California",41
"8356",167,"Colorado",47
"8357",167,"Connecticut",49
"8358",167,"Delaware",5
"8359",167,"Florida",40
"8360",167,"Georgia",29
"8361",167,"Hawaii",10
"8362",167,"Idaho",14
"8363",167,"Illinois",36
"8364",167,"Indiana",46
"8365",167,"Iowa",23
"8366",167,"Kansas",16
"8367",167,"Kentucky",24
"8368",167,"Louisiana",30
"8369",167,"Maine",9
"8370",167,"Maryland",27
"8371",167,"Massachusetts",19
"8372",167,"Michigan",32
"8373",167,"Minnesota",17
"8374",167,"Mississippi",20
"8375",167,"Missouri",35
"8376",167,"Montana",6
"8377",167,"Nebraska",28
"8378",167,"Nevada",12
"8379",167,"New Hampshire",8
"8380",167,"New Jersey",37
"8381",167,"New Mexico",48
"8382",167,"New York",44
"8383",167,"North Carolina",26
"8384",167,"North Dakota",2
"8385",167,"Ohio",38
"8386",167,"Oklahoma",11
"8387",167,"Oregon",13
"8388",167,"Pennsylvania",34
"8389",167,"Rhode Island",7
"8390",167,"South Carolina",33
"8391",167,"South Dakota",4
"8392",167,"Tennessee",42
"8393",167,"Texas",45
"8394",167,"Utah",15
"8395",167,"Vermont",1
"8396",167,"Virginia",22
"8397",167,"Washington",21
"8398",167,"West Virginia",31
"8399",167,"Wisconsin",25
"8400",167,"Wyoming",0
"8401",168,"Alabama",40
"8402",168,"Alaska",3
"8403",168,"Arizona",44
"8404",168,"Arkansas",19
"8405",168,"California",42
"8406",168,"Colorado",48
"8407",168,"Connecticut",11
"8408",168,"Delaware",5
"8409",168,"Florida",41
"8410",168,"Georgia",30
"8411",168,"Hawaii",10
"8412",168,"Idaho",15
"8413",168,"Illinois",37
"8414",168,"Indiana",47
"8415",168,"Iowa",24
"8416",168,"Kansas",17
"8417",168,"Kentucky",25
"8418",168,"Louisiana",31
"8419",168,"Maine",9
"8420",168,"Maryland",28
"8421",168,"Massachusetts",20
"8422",168,"Michigan",33
"8423",168,"Minnesota",18
"8424",168,"Mississippi",21
"8425",168,"Missouri",36
"8426",168,"Montana",6
"8427",168,"Nebraska",29
"8428",168,"Nevada",13
"8429",168,"New Hampshire",8
"8430",168,"New Jersey",38
"8431",168,"New Mexico",49
"8432",168,"New York",45
"8433",168,"North Carolina",27
"8434",168,"North Dakota",2
"8435",168,"Ohio",39
"8436",168,"Oklahoma",12
"8437",168,"Oregon",14
"8438",168,"Pennsylvania",35
"8439",168,"Rhode Island",7
"8440",168,"South Carolina",34
"8441",168,"South Dakota",4
"8442",168,"Tennessee",43
"8443",168,"Texas",46
"8444",168,"Utah",16
"8445",168,"Vermont",1
"8446",168,"Virginia",23
"8447",168,"Washington",22
"8448",168,"West Virginia",32
"8449",168,"Wisconsin",26
"8450",168,"Wyoming",0
"8451",169,"Alabama",41
"8452",169,"Alaska",3
"8453",169,"Arizona",45
"8454",169,"Arkansas",20
"8455",169,"California",43
"8456",169,"Colorado",49
"8457",169,"Connecticut",12
"8458",169,"Delaware",5
"8459",169,"Florida",42
"8460",169,"Georgia",31
"8461",169,"Hawaii",11
"8462",169,"Idaho",16
"8463",169,"Illinois",38
"8464",169,"Indiana",48
"8465",169,"Iowa",25
"8466",169,"Kansas",18
"8467",169,"Kentucky",26
"8468",169,"Louisiana",32
"8469",169,"Maine",10
"8470",169,"Maryland",29
"8471",169,"Massachusetts",21
"8472",169,"Michigan",34
"8473",169,"Minnesota",19
"8474",169,"Mississippi",22
"8475",169,"Missouri",37
"8476",169,"Montana",6
"8477",169,"Nebraska",30
"8478",169,"Nevada",14
"8479",169,"New Hampshire",9
"8480",169,"New Jersey",39
"8481",169,"New Mexico",8
"8482",169,"New York",46
"8483",169,"North Carolina",28
"8484",169,"North Dakota",2
"8485",169,"Ohio",40
"8486",169,"Oklahoma",13
"8487",169,"Oregon",15
"8488",169,"Pennsylvania",36
"8489",169,"Rhode Island",7
"8490",169,"South Carolina",35
"8491",169,"South Dakota",4
"8492",169,"Tennessee",44
"8493",169,"Texas",47
"8494",169,"Utah",17
"8495",169,"Vermont",1
"8496",169,"Virginia",24
"8497",169,"Washington",23
"8498",169,"West Virginia",33
"8499",169,"Wisconsin",27
"8500",169,"Wyoming",0
"8501",170,"Alabama",42
"8502",170,"Alaska",3
"8503",170,"Arizona",46
"8504",170,"Arkansas",21
"8505",170,"California",44
"8506",170,"Colorado",17
"8507",170,"Connecticut",12
"8508",170,"Delaware",5
"8509",170,"Florida",43
"8510",170,"Georgia",32
"8511",170,"Hawaii",11
"8512",170,"Idaho",16
"8513",170,"Illinois",39
"8514",170,"Indiana",49
"8515",170,"Iowa",26
"8516",170,"Kansas",19
"8517",170,"Kentucky",27
"8518",170,"Louisiana",33
"8519",170,"Maine",10
"8520",170,"Maryland",30
"8521",170,"Massachusetts",22
"8522",170,"Michigan",35
"8523",170,"Minnesota",20
"8524",170,"Mississippi",23
"8525",170,"Missouri",38
"8526",170,"Montana",6
"8527",170,"Nebraska",31
"8528",170,"Nevada",14
"8529",170,"New Hampshire",9
"8530",170,"New Jersey",40
"8531",170,"New Mexico",8
"8532",170,"New York",47
"8533",170,"North Carolina",29
"8534",170,"North Dakota",2
"8535",170,"Ohio",41
"8536",170,"Oklahoma",13
"8537",170,"Oregon",15
"8538",170,"Pennsylvania",37
"8539",170,"Rhode Island",7
"8540",170,"South Carolina",36
"8541",170,"South Dakota",4
"8542",170,"Tennessee",45
"8543",170,"Texas",48
"8544",170,"Utah",18
"8545",170,"Vermont",1
"8546",170,"Virginia",25
"8547",170,"Washington",24
"8548",170,"West Virginia",34
"8549",170,"Wisconsin",28
"8550",170,"Wyoming",0
"8551",171,"Alabama",43
"8552",171,"Alaska",3
"8553",171,"Arizona",47
"8554",171,"Arkansas",22
"8555",171,"California",45
"8556",171,"Colorado",17
"8557",171,"Connecticut",12
"8558",171,"Delaware",5
"8559",171,"Florida",44
"8560",171,"Georgia",33
"8561",171,"Hawaii",11
"8562",171,"Idaho",16
"8563",171,"Illinois",40
"8564",171,"Indiana",20
"8565",171,"Iowa",27
"8566",171,"Kansas",19
"8567",171,"Kentucky",28
"8568",171,"Louisiana",34
"8569",171,"Maine",10
"8570",171,"Maryland",31
"8571",171,"Massachusetts",23
"8572",171,"Michigan",36
"8573",171,"Minnesota",21
"8574",171,"Mississippi",24
"8575",171,"Missouri",39
"8576",171,"Montana",6
"8577",171,"Nebraska",32
"8578",171,"Nevada",14
"8579",171,"New Hampshire",9
"8580",171,"New Jersey",41
"8581",171,"New Mexico",8
"8582",171,"New York",48
"8583",171,"North Carolina",30
"8584",171,"North Dakota",2
"8585",171,"Ohio",42
"8586",171,"Oklahoma",13
"8587",171,"Oregon",15
"8588",171,"Pennsylvania",38
"8589",171,"Rhode Island",7
"8590",171,"South Carolina",37
"8591",171,"South Dakota",4
"8592",171,"Tennessee",46
"8593",171,"Texas",49
"8594",171,"Utah",18
"8595",171,"Vermont",1
"8596",171,"Virginia",26
"8597",171,"Washington",25
"8598",171,"West Virginia",35
"8599",171,"Wisconsin",29
"8600",171,"Wyoming",0
"8601",172,"Alabama",44
"8602",172,"Alaska",3
"8603",172,"Arizona",48
"8604",172,"Arkansas",22
"8605",172,"California",46
"8606",172,"Colorado",17
"8607",172,"Connecticut",12
"8608",172,"Delaware",5
"8609",172,"Florida",45
"8610",172,"Georgia",33
"8611",172,"Hawaii",11
"8612",172,"Idaho",16
"8613",172,"Illinois",40
"8614",172,"Indiana",20
"8615",172,"Iowa",27
"8616",172,"Kansas",19
"8617",172,"Kentucky",28
"8618",172,"Louisiana",34
"8619",172,"Maine",10
"8620",172,"Maryland",31
"8621",172,"Massachusetts",23
"8622",172,"Michigan",36
"8623",172,"Minnesota",21
"8624",172,"Mississippi",24
"8625",172,"Missouri",39
"8626",172,"Montana",6
"8627",172,"Nebraska",32
"8628",172,"Nevada",14
"8629",172,"New Hampshire",9
"8630",172,"New Jersey",41
"8631",172,"New Mexico",8
"8632",172,"New York",49
"8633",172,"North Carolina",30
"8634",172,"North Dakota",2
"8635",172,"Ohio",42
"8636",172,"Oklahoma",13
"8637",172,"Oregon",15
"8638",172,"Pennsylvania",38
"8639",172,"Rhode Island",7
"8640",172,"South Carolina",37
"8641",172,"South Dakota",4
"8642",172,"Tennessee",47
"8643",172,"Texas",43
"8644",172,"Utah",18
"8645",172,"Vermont",1
"8646",172,"Virginia",26
"8647",172,"Washington",25
"8648",172,"West Virginia",35
"8649",172,"Wisconsin",29
"8650",172,"Wyoming",0
"8651",173,"Alabama",45
"8652",173,"Alaska",3
"8653",173,"Arizona",49
"8654",173,"Arkansas",22
"8655",173,"California",47
"8656",173,"Colorado",17
"8657",173,"Connecticut",12
"8658",173,"Delaware",5
"8659",173,"Florida",46
"8660",173,"Georgia",33
"8661",173,"Hawaii",11
"8662",173,"Idaho",16
"8663",173,"Illinois",41
"8664",173,"Indiana",20
"8665",173,"Iowa",27
"8666",173,"Kansas",19
"8667",173,"Kentucky",28
"8668",173,"Louisiana",34
"8669",173,"Maine",10
"8670",173,"Maryland",31
"8671",173,"Massachusetts",23
"8672",173,"Michigan",36
"8673",173,"Minnesota",21
"8674",173,"Mississippi",24
"8675",173,"Missouri",40
"8676",173,"Montana",6
"8677",173,"Nebraska",32
"8678",173,"Nevada",14
"8679",173,"New Hampshire",9
"8680",173,"New Jersey",42
"8681",173,"New Mexico",8
"8682",173,"New York",38
"8683",173,"North Carolina",30
"8684",173,"North Dakota",2
"8685",173,"Ohio",43
"8686",173,"Oklahoma",13
"8687",173,"Oregon",15
"8688",173,"Pennsylvania",39
"8689",173,"Rhode Island",7
"8690",173,"South Carolina",37
"8691",173,"South Dakota",4
"8692",173,"Tennessee",48
"8693",173,"Texas",44
"8694",173,"Utah",18
"8695",173,"Vermont",1
"8696",173,"Virginia",26
"8697",173,"Washington",25
"8698",173,"West Virginia",35
"8699",173,"Wisconsin",29
"8700",173,"Wyoming",0
"8701",174,"Alabama",46
"8702",174,"Alaska",3
"8703",174,"Arizona",20
"8704",174,"Arkansas",23
"8705",174,"California",48
"8706",174,"Colorado",17
"8707",174,"Connecticut",12
"8708",174,"Delaware",5
"8709",174,"Florida",47
"8710",174,"Georgia",34
"8711",174,"Hawaii",11
"8712",174,"Idaho",16
"8713",174,"Illinois",42
"8714",174,"Indiana",21
"8715",174,"Iowa",28
"8716",174,"Kansas",19
"8717",174,"Kentucky",29
"8718",174,"Louisiana",35
"8719",174,"Maine",10
"8720",174,"Maryland",32
"8721",174,"Massachusetts",24
"8722",174,"Michigan",37
"8723",174,"Minnesota",22
"8724",174,"Mississippi",25
"8725",174,"Missouri",41
"8726",174,"Montana",6
"8727",174,"Nebraska",33
"8728",174,"Nevada",14
"8729",174,"New Hampshire",9
"8730",174,"New Jersey",43
"8731",174,"New Mexico",8
"8732",174,"New York",39
"8733",174,"North Carolina",31
"8734",174,"North Dakota",2
"8735",174,"Ohio",44
"8736",174,"Oklahoma",13
"8737",174,"Oregon",15
"8738",174,"Pennsylvania",40
"8739",174,"Rhode Island",7
"8740",174,"South Carolina",38
"8741",174,"South Dakota",4
"8742",174,"Tennessee",49
"8743",174,"Texas",45
"8744",174,"Utah",18
"8745",174,"Vermont",1
"8746",174,"Virginia",27
"8747",174,"Washington",26
"8748",174,"West Virginia",36
"8749",174,"Wisconsin",30
"8750",174,"Wyoming",0
"8751",175,"Alabama",47
"8752",175,"Alaska",3
"8753",175,"Arizona",21
"8754",175,"Arkansas",24
"8755",175,"California",49
"8756",175,"Colorado",17
"8757",175,"Connecticut",12
"8758",175,"Delaware",5
"8759",175,"Florida",48
"8760",175,"Georgia",35
"8761",175,"Hawaii",11
"8762",175,"Idaho",16
"8763",175,"Illinois",43
"8764",175,"Indiana",22
"8765",175,"Iowa",29
"8766",175,"Kansas",20
"8767",175,"Kentucky",30
"8768",175,"Louisiana",36
"8769",175,"Maine",10
"8770",175,"Maryland",33
"8771",175,"Massachusetts",25
"8772",175,"Michigan",38
"8773",175,"Minnesota",23
"8774",175,"Mississippi",26
"8775",175,"Missouri",42
"8776",175,"Montana",6
"8777",175,"Nebraska",34
"8778",175,"Nevada",14
"8779",175,"New Hampshire",9
"8780",175,"New Jersey",44
"8781",175,"New Mexico",8
"8782",175,"New York",40
"8783",175,"North Carolina",32
"8784",175,"North Dakota",2
"8785",175,"Ohio",45
"8786",175,"Oklahoma",13
"8787",175,"Oregon",15
"8788",175,"Pennsylvania",41
"8789",175,"Rhode Island",7
"8790",175,"South Carolina",39
"8791",175,"South Dakota",4
"8792",175,"Tennessee",19
"8793",175,"Texas",46
"8794",175,"Utah",18
"8795",175,"Vermont",1
"8796",175,"Virginia",28
"8797",175,"Washington",27
"8798",175,"West Virginia",37
"8799",175,"Wisconsin",31
"8800",175,"Wyoming",0
"8801",176,"Alabama",48
"8802",176,"Alaska",3
"8803",176,"Arizona",21
"8804",176,"Arkansas",24
"8805",176,"California",44
"8806",176,"Colorado",17
"8807",176,"Connecticut",12
"8808",176,"Delaware",5
"8809",176,"Florida",49
"8810",176,"Georgia",35
"8811",176,"Hawaii",11
"8812",176,"Idaho",16
"8813",176,"Illinois",43
"8814",176,"Indiana",22
"8815",176,"Iowa",29
"8816",176,"Kansas",20
"8817",176,"Kentucky",30
"8818",176,"Louisiana",36
"8819",176,"Maine",10
"8820",176,"Maryland",33
"8821",176,"Massachusetts",25
"8822",176,"Michigan",38
"8823",176,"Minnesota",23
"8824",176,"Mississippi",26
"8825",176,"Missouri",42
"8826",176,"Montana",6
"8827",176,"Nebraska",34
"8828",176,"Nevada",14
"8829",176,"New Hampshire",9
"8830",176,"New Jersey",45
"8831",176,"New Mexico",8
"8832",176,"New York",40
"8833",176,"North Carolina",32
"8834",176,"North Dakota",2
"8835",176,"Ohio",46
"8836",176,"Oklahoma",13
"8837",176,"Oregon",15
"8838",176,"Pennsylvania",41
"8839",176,"Rhode Island",7
"8840",176,"South Carolina",39
"8841",176,"South Dakota",4
"8842",176,"Tennessee",19
"8843",176,"Texas",47
"8844",176,"Utah",18
"8845",176,"Vermont",1
"8846",176,"Virginia",28
"8847",176,"Washington",27
"8848",176,"West Virginia",37
"8849",176,"Wisconsin",31
"8850",176,"Wyoming",0
"8851",177,"Alabama",49
"8852",177,"Alaska",3
"8853",177,"Arizona",21
"8854",177,"Arkansas",24
"8855",177,"California",45
"8856",177,"Colorado",17
"8857",177,"Connecticut",12
"8858",177,"Delaware",5
"8859",177,"Florida",36
"8860",177,"Georgia",35
"8861",177,"Hawaii",11
"8862",177,"Idaho",16
"8863",177,"Illinois",44
"8864",177,"Indiana",22
"8865",177,"Iowa",29
"8866",177,"Kansas",20
"8867",177,"Kentucky",30
"8868",177,"Louisiana",37
"8869",177,"Maine",10
"8870",177,"Maryland",33
"8871",177,"Massachusetts",25
"8872",177,"Michigan",39
"8873",177,"Minnesota",23
"8874",177,"Mississippi",26
"8875",177,"Missouri",43
"8876",177,"Montana",6
"8877",177,"Nebraska",34
"8878",177,"Nevada",14
"8879",177,"New Hampshire",9
"8880",177,"New Jersey",46
"8881",177,"New Mexico",8
"8882",177,"New York",41
"8883",177,"North Carolina",32
"8884",177,"North Dakota",2
"8885",177,"Ohio",47
"8886",177,"Oklahoma",13
"8887",177,"Oregon",15
"8888",177,"Pennsylvania",42
"8889",177,"Rhode Island",7
"8890",177,"South Carolina",40
"8891",177,"South Dakota",4
"8892",177,"Tennessee",19
"8893",177,"Texas",48
"8894",177,"Utah",18
"8895",177,"Vermont",1
"8896",177,"Virginia",28
"8897",177,"Washington",27
"8898",177,"West Virginia",38
"8899",177,"Wisconsin",31
"8900",177,"Wyoming",0
"8901",178,"Alabama",13
"8902",178,"Alaska",3
"8903",178,"Arizona",22
"8904",178,"Arkansas",25
"8905",178,"California",46
"8906",178,"Colorado",18
"8907",178,"Connecticut",12
"8908",178,"Delaware",5
"8909",178,"Florida",37
"8910",178,"Georgia",36
"8911",178,"Hawaii",11
"8912",178,"Idaho",17
"8913",178,"Illinois",45
"8914",178,"Indiana",23
"8915",178,"Iowa",30
"8916",178,"Kansas",21
"8917",178,"Kentucky",31
"8918",178,"Louisiana",38
"8919",178,"Maine",10
"8920",178,"Maryland",34
"8921",178,"Massachusetts",26
"8922",178,"Michigan",40
"8923",178,"Minnesota",24
"8924",178,"Mississippi",27
"8925",178,"Missouri",44
"8926",178,"Montana",6
"8927",178,"Nebraska",35
"8928",178,"Nevada",15
"8929",178,"New Hampshire",9
"8930",178,"New Jersey",47
"8931",178,"New Mexico",8
"8932",178,"New York",42
"8933",178,"North Carolina",33
"8934",178,"North Dakota",2
"8935",178,"Ohio",48
"8936",178,"Oklahoma",14
"8937",178,"Oregon",16
"8938",178,"Pennsylvania",43
"8939",178,"Rhode Island",7
"8940",178,"South Carolina",41
"8941",178,"South Dakota",4
"8942",178,"Tennessee",20
"8943",178,"Texas",49
"8944",178,"Utah",19
"8945",178,"Vermont",1
"8946",178,"Virginia",29
"8947",178,"Washington",28
"8948",178,"West Virginia",39
"8949",178,"Wisconsin",32
"8950",178,"Wyoming",0
"8951",179,"Alabama",13
"8952",179,"Alaska",3
"8953",179,"Arizona",22
"8954",179,"Arkansas",25
"8955",179,"California",47
"8956",179,"Colorado",18
"8957",179,"Connecticut",12
"8958",179,"Delaware",5
"8959",179,"Florida",38
"8960",179,"Georgia",37
"8961",179,"Hawaii",11
"8962",179,"Idaho",17
"8963",179,"Illinois",46
"8964",179,"Indiana",23
"8965",179,"Iowa",30
"8966",179,"Kansas",21
"8967",179,"Kentucky",31
"8968",179,"Louisiana",39
"8969",179,"Maine",10
"8970",179,"Maryland",35
"8971",179,"Massachusetts",26
"8972",179,"Michigan",41
"8973",179,"Minnesota",24
"8974",179,"Mississippi",27
"8975",179,"Missouri",45
"8976",179,"Montana",6
"8977",179,"Nebraska",36
"8978",179,"Nevada",15
"8979",179,"New Hampshire",9
"8980",179,"New Jersey",48
"8981",179,"New Mexico",8
"8982",179,"New York",43
"8983",179,"North Carolina",33
"8984",179,"North Dakota",2
"8985",179,"Ohio",49
"8986",179,"Oklahoma",14
"8987",179,"Oregon",16
"8988",179,"Pennsylvania",44
"8989",179,"Rhode Island",7
"8990",179,"South Carolina",42
"8991",179,"South Dakota",4
"8992",179,"Tennessee",20
"8993",179,"Texas",34
"8994",179,"Utah",19
"8995",179,"Vermont",1
"8996",179,"Virginia",29
"8997",179,"Washington",28
"8998",179,"West Virginia",40
"8999",179,"Wisconsin",32
"9000",179,"Wyoming",0
"9001",180,"Alabama",13
"9002",180,"Alaska",3
"9003",180,"Arizona",22
"9004",180,"Arkansas",25
"9005",180,"California",48
"9006",180,"Colorado",18
"9007",180,"Connecticut",12
"9008",180,"Delaware",5
"9009",180,"Florida",39
"9010",180,"Georgia",38
"9011",180,"Hawaii",11
"9012",180,"Idaho",17
"9013",180,"Illinois",47
"9014",180,"Indiana",23
"9015",180,"Iowa",31
"9016",180,"Kansas",21
"9017",180,"Kentucky",32
"9018",180,"Louisiana",40
"9019",180,"Maine",10
"9020",180,"Maryland",36
"9021",180,"Massachusetts",26
"9022",180,"Michigan",42
"9023",180,"Minnesota",24
"9024",180,"Mississippi",27
"9025",180,"Missouri",46
"9026",180,"Montana",6
"9027",180,"Nebraska",37
"9028",180,"Nevada",15
"9029",180,"New Hampshire",9
"9030",180,"New Jersey",49
"9031",180,"New Mexico",8
"9032",180,"New York",44
"9033",180,"North Carolina",34
"9034",180,"North Dakota",2
"9035",180,"Ohio",28
"9036",180,"Oklahoma",14
