"","Round","State","Match-up"
"6727",134,"Nebraska",18
"6728",134,"Nevada",11
"6729",134,"New Hampshire",8
"6730",134,"New Jersey",37
"6731",134,"New Mexico",27
"6732",134,"New York",41
"6733",134,"North Carolina",47
"6734",134,"North Dakota",2
"6735",134,"Ohio",35
"6736",134,"Oklahoma",34
"6737",134,"Oregon",36
"6738",134,"Pennsylvania",42
"6739",134,"Rhode Island",7
"6740",134,"South Carolina",21
"6741",134,"South Dakota",4
"6742",134,"Tennessee",23
"6743",134,"Texas",46
"6744",134,"Utah",13
"6745",134,"Vermont",1
"6746",134,"Virginia",29
"6747",134,"Washington",31
"6748",134,"West Virginia",20
"6749",134,"Wisconsin",39
"6750",134,"Wyoming",0
"6751",135,"Alabama",23
"6752",135,"Alaska",3
"6753",135,"Arizona",25
"6754",135,"Arkansas",15
"6755",135,"California",46
"6756",135,"Colorado",27
"6757",135,"Connecticut",29
"6758",135,"Delaware",5
"6759",135,"Florida",39
"6760",135,"Georgia",49
"6761",135,"Hawaii",10
"6762",135,"Idaho",12
"6763",135,"Illinois",44
"6764",135,"Indiana",26
"6765",135,"Iowa",17
"6766",135,"Kansas",14
"6767",135,"Kentucky",18
"6768",135,"Louisiana",20
"6769",135,"Maine",9
"6770",135,"Maryland",41
"6771",135,"Massachusetts",31
"6772",135,"Michigan",33
"6773",135,"Minnesota",34
"6774",135,"Mississippi",16
"6775",135,"Missouri",45
"6776",135,"Montana",6
"6777",135,"Nebraska",19
"6778",135,"Nevada",11
"6779",135,"New Hampshire",8
"6780",135,"New Jersey",38
"6781",135,"New Mexico",28
"6782",135,"New York",42
"6783",135,"North Carolina",48
"6784",135,"North Dakota",2
"6785",135,"Ohio",36
"6786",135,"Oklahoma",35
"6787",135,"Oregon",37
"6788",135,"Pennsylvania",43
"6789",135,"Rhode Island",7
"6790",135,"South Carolina",22
"6791",135,"South Dakota",4
"6792",135,"Tennessee",24
"6793",135,"Texas",47
"6794",135,"Utah",13
"6795",135,"Vermont",1
"6796",135,"Virginia",30
"6797",135,"Washington",32
"6798",135,"West Virginia",21
"6799",135,"Wisconsin",40
"6800",135,"Wyoming",0
"6801",136,"Alabama",23
"6802",136,"Alaska",3
"6803",136,"Arizona",25
"6804",136,"Arkansas",15
"6805",136,"California",47
"6806",136,"Colorado",27
"6807",136,"Connecticut",29
"6808",136,"Delaware",5
"6809",136,"Florida",40
"6810",136,"Georgia",32
"6811",136,"Hawaii",10
"6812",136,"Idaho",12
"6813",136,"Illinois",45
"6814",136,"Indiana",26
"6815",136,"Iowa",17
"6816",136,"Kansas",14
"6817",136,"Kentucky",18
"6818",136,"Louisiana",20
"6819",136,"Maine",9
"6820",136,"Maryland",42
"6821",136,"Massachusetts",31
"6822",136,"Michigan",34
"6823",136,"Minnesota",35
"6824",136,"Mississippi",16
"6825",136,"Missouri",46
"6826",136,"Montana",6
"6827",136,"Nebraska",19
"6828",136,"Nevada",11
"6829",136,"New Hampshire",8
"6830",136,"New Jersey",39
"6831",136,"New Mexico",28
"6832",136,"New York",43
"6833",136,"North Carolina",49
"6834",136,"North Dakota",2
"6835",136,"Ohio",37
"6836",136,"Oklahoma",36
"6837",136,"Oregon",38
"6838",136,"Pennsylvania",44
"6839",136,"Rhode Island",7
"6840",136,"South Carolina",22
"6841",136,"South Dakota",4
"6842",136,"Tennessee",24
"6843",136,"Texas",48
"6844",136,"Utah",13
"6845",136,"Vermont",1
"6846",136,"Virginia",30
"6847",136,"Washington",33
"6848",136,"West Virginia",21
"6849",136,"Wisconsin",41
"6850",136,"Wyoming",0
"6851",137,"Alabama",23
"6852",137,"Alaska",3
"6853",137,"Arizona",25
"6854",137,"Arkansas",15
"6855",137,"California",48
"6856",137,"Colorado",27
"6857",137,"Connecticut",29
"6858",137,"Delaware",5
"6859",137,"Florida",41
"6860",137,"Georgia",33
"6861",137,"Hawaii",10
"6862",137,"Idaho",12
"6863",137,"Illinois",46
"6864",137,"Indiana",26
"6865",137,"Iowa",17
"6866",137,"Kansas",14
"6867",137,"Kentucky",18
"6868",137,"Louisiana",20
"6869",137,"Maine",9
"6870",137,"Maryland",43
"6871",137,"Massachusetts",31
"6872",137,"Michigan",35
"6873",137,"Minnesota",36
"6874",137,"Mississippi",16
"6875",137,"Missouri",47
"6876",137,"Montana",6
"6877",137,"Nebraska",19
"6878",137,"Nevada",11
"6879",137,"New Hampshire",8
"6880",137,"New Jersey",40
"6881",137,"New Mexico",28
"6882",137,"New York",44
"6883",137,"North Carolina",32
"6884",137,"North Dakota",2
"6885",137,"Ohio",38
"6886",137,"Oklahoma",37
"6887",137,"Oregon",39
"6888",137,"Pennsylvania",45
"6889",137,"Rhode Island",7
"6890",137,"South Carolina",22
"6891",137,"South Dakota",4
"6892",137,"Tennessee",24
"6893",137,"Texas",49
"6894",137,"Utah",13
"6895",137,"Vermont",1
"6896",137,"Virginia",30
"6897",137,"Washington",34
"6898",137,"West Virginia",21
"6899",137,"Wisconsin",42
"6900",137,"Wyoming",0
"6901",138,"Alabama",23
"6902",138,"Alaska",3
"6903",138,"Arizona",25
"6904",138,"Arkansas",15
"6905",138,"California",49
"6906",138,"Colorado",27
"6907",138,"Connecticut",29
"6908",138,"Delaware",5
"6909",138,"Florida",42
"6910",138,"Georgia",33
"6911",138,"Hawaii",10
"6912",138,"Idaho",12
"6913",138,"Illinois",47
"6914",138,"Indiana",26
"6915",138,"Iowa",17
"6916",138,"Kansas",14
"6917",138,"Kentucky",18
"6918",138,"Louisiana",20
"6919",138,"Maine",9
"6920",138,"Maryland",44
"6921",138,"Massachusetts",31
"6922",138,"Michigan",35
"6923",138,"Minnesota",36
"6924",138,"Mississippi",16
"6925",138,"Missouri",48
"6926",138,"Montana",6
"6927",138,"Nebraska",19
"6928",138,"Nevada",11
"6929",138,"New Hampshire",8
"6930",138,"New Jersey",40
"6931",138,"New Mexico",28
"6932",138,"New York",45
"6933",138,"North Carolina",32
"6934",138,"North Dakota",2
"6935",138,"Ohio",38
"6936",138,"Oklahoma",37
"6937",138,"Oregon",39
"6938",138,"Pennsylvania",46
"6939",138,"Rhode Island",7
"6940",138,"South Carolina",22
"6941",138,"South Dakota",4
"6942",138,"Tennessee",24
"6943",138,"Texas",41
"6944",138,"Utah",13
"6945",138,"Vermont",1
"6946",138,"Virginia",30
"6947",138,"Washington",34
"6948",138,"West Virginia",21
"6949",138,"Wisconsin",43
"6950",138,"Wyoming",0
"6951",139,"Alabama",23
"6952",139,"Alaska",3
"6953",139,"Arizona",25
"6954",139,"Arkansas",15
"6955",139,"California",44
"6956",139,"Colorado",27
"6957",139,"Connecticut",29
"6958",139,"Delaware",5
"6959",139,"Florida",42
"6960",139,"Georgia",33
"6961",139,"Hawaii",10
"6962",139,"Idaho",12
"6963",139,"Illinois",48
"6964",139,"Indiana",26
"6965",139,"Iowa",17
"6966",139,"Kansas",14
"6967",139,"Kentucky",18
"6968",139,"Louisiana",20
"6969",139,"Maine",9
"6970",139,"Maryland",45
"6971",139,"Massachusetts",31
"6972",139,"Michigan",35
"6973",139,"Minnesota",36
"6974",139,"Mississippi",16
"6975",139,"Missouri",49
"6976",139,"Montana",6
"6977",139,"Nebraska",19
"6978",139,"Nevada",11
"6979",139,"New Hampshire",8
"6980",139,"New Jersey",40
"6981",139,"New Mexico",28
"6982",139,"New York",46
"6983",139,"North Carolina",32
"6984",139,"North Dakota",2
"6985",139,"Ohio",38
"6986",139,"Oklahoma",37
"6987",139,"Oregon",39
"6988",139,"Pennsylvania",47
"6989",139,"Rhode Island",7
"6990",139,"South Carolina",22
"6991",139,"South Dakota",4
"6992",139,"Tennessee",24
"6993",139,"Texas",41
"6994",139,"Utah",13
"6995",139,"Vermont",1
"6996",139,"Virginia",30
"6997",139,"Washington",34
"6998",139,"West Virginia",21
"6999",139,"Wisconsin",43
"7000",139,"Wyoming",0
"7001",140,"Alabama",24
"7002",140,"Alaska",3
"7003",140,"Arizona",26
"7004",140,"Arkansas",15
"7005",140,"California",45
"7006",140,"Colorado",28
"7007",140,"Connecticut",30
"7008",140,"Delaware",5
"7009",140,"Florida",43
"7010",140,"Georgia",34
"7011",140,"Hawaii",10
"7012",140,"Idaho",12
"7013",140,"Illinois",49
"7014",140,"Indiana",27
"7015",140,"Iowa",17
"7016",140,"Kansas",14
"7017",140,"Kentucky",18
"7018",140,"Louisiana",20
"7019",140,"Maine",9
"7020",140,"Maryland",46
"7021",140,"Massachusetts",32
"7022",140,"Michigan",36
"7023",140,"Minnesota",37
"7024",140,"Mississippi",16
"7025",140,"Missouri",23
"7026",140,"Montana",6
"7027",140,"Nebraska",19
"7028",140,"Nevada",11
"7029",140,"New Hampshire",8
"7030",140,"New Jersey",41
"7031",140,"New Mexico",29
"7032",140,"New York",47
"7033",140,"North Carolina",33
"7034",140,"North Dakota",2
"7035",140,"Ohio",39
"7036",140,"Oklahoma",38
"7037",140,"Oregon",40
"7038",140,"Pennsylvania",48
"7039",140,"Rhode Island",7
"7040",140,"South Carolina",22
"7041",140,"South Dakota",4
"7042",140,"Tennessee",25
"7043",140,"Texas",42
"7044",140,"Utah",13
"7045",140,"Vermont",1
"7046",140,"Virginia",31
"7047",140,"Washington",35
"7048",140,"West Virginia",21
"7049",140,"Wisconsin",44
"7050",140,"Wyoming",0
"7051",141,"Alabama",24
"7052",141,"Alaska",3
"7053",141,"Arizona",26
"7054",141,"Arkansas",15
"7055",141,"California",46
"7056",141,"Colorado",28
"7057",141,"Connecticut",30
"7058",141,"Delaware",5
"7059",141,"Florida",44
"7060",141,"Georgia",34
"7061",141,"Hawaii",10
"7062",141,"Idaho",12
"7063",141,"Illinois",36
"7064",141,"Indiana",27
"7065",141,"Iowa",17
"7066",141,"Kansas",14
"7067",141,"Kentucky",18
"7068",141,"Louisiana",20
"7069",141,"Maine",9
"7070",141,"Maryland",47
"7071",141,"Massachusetts",32
"7072",141,"Michigan",37
"7073",141,"Minnesota",38
"7074",141,"Mississippi",16
"7075",141,"Missouri",23
"7076",141,"Montana",6
"7077",141,"Nebraska",19
"7078",141,"Nevada",11
"7079",141,"New Hampshire",8
"7080",141,"New Jersey",42
"7081",141,"New Mexico",29
"7082",141,"New York",48
"7083",141,"North Carolina",33
"7084",141,"North Dakota",2
"7085",141,"Ohio",40
"7086",141,"Oklahoma",39
"7087",141,"Oregon",41
"7088",141,"Pennsylvania",49
"7089",141,"Rhode Island",7
"7090",141,"South Carolina",22
"7091",141,"South Dakota",4
"7092",141,"Tennessee",25
"7093",141,"Texas",43
"7094",141,"Utah",13
"7095",141,"Vermont",1
"7096",141,"Virginia",31
"7097",141,"Washington",35
"7098",141,"West Virginia",21
"7099",141,"Wisconsin",45
"7100",141,"Wyoming",0
"7101",142,"Alabama",24
"7102",142,"Alaska",3
"7103",142,"Arizona",26
"7104",142,"Arkansas",15
"7105",142,"California",47
"7106",142,"Colorado",28
"7107",142,"Connecticut",30
"7108",142,"Delaware",5
"7109",142,"Florida",45
"7110",142,"Georgia",34
"7111",142,"Hawaii",10
"7112",142,"Idaho",12
"7113",142,"Illinois",37
"7114",142,"Indiana",27
"7115",142,"Iowa",17
"7116",142,"Kansas",14
"7117",142,"Kentucky",18
"7118",142,"Louisiana",20
"7119",142,"Maine",9
"7120",142,"Maryland",48
"7121",142,"Massachusetts",32
"7122",142,"Michigan",38
"7123",142,"Minnesota",39
"7124",142,"Mississippi",16
"7125",142,"Missouri",23
"7126",142,"Montana",6
"7127",142,"Nebraska",19
"7128",142,"Nevada",11
"7129",142,"New Hampshire",8
"7130",142,"New Jersey",43
"7131",142,"New Mexico",29
"7132",142,"New York",49
"7133",142,"North Carolina",33
"7134",142,"North Dakota",2
"7135",142,"Ohio",41
"7136",142,"Oklahoma",40
"7137",142,"Oregon",42
"7138",142,"Pennsylvania",35
"7139",142,"Rhode Island",7
"7140",142,"South Carolina",22
"7141",142,"South Dakota",4
"7142",142,"Tennessee",25
"7143",142,"Texas",44
"7144",142,"Utah",13
"7145",142,"Vermont",1
"7146",142,"Virginia",31
"7147",142,"Washington",36
"7148",142,"West Virginia",21
"7149",142,"Wisconsin",46
"7150",142,"Wyoming",0
"7151",143,"Alabama",24
"7152",143,"Alaska",3
"7153",143,"Arizona",26
"7154",143,"Arkansas",15
"7155",143,"California",48
"7156",143,"Colorado",28
"7157",143,"Connecticut",30
"7158",143,"Delaware",5
"7159",143,"Florida",46
"7160",143,"Georgia",34
"7161",143,"Hawaii",10
"7162",143,"Idaho",12
"7163",143,"Illinois",37
"7164",143,"Indiana",27
"7165",143,"Iowa",17
"7166",143,"Kansas",14
"7167",143,"Kentucky",18
"7168",143,"Louisiana",20
"7169",143,"Maine",9
"7170",143,"Maryland",49
"7171",143,"Massachusetts",32
"7172",143,"Michigan",38
"7173",143,"Minnesota",39
"7174",143,"Mississippi",16
"7175",143,"Missouri",23
"7176",143,"Montana",6
"7177",143,"Nebraska",19
"7178",143,"Nevada",11
"7179",143,"New Hampshire",8
"7180",143,"New Jersey",44
"7181",143,"New Mexico",29
"7182",143,"New York",42
"7183",143,"North Carolina",33
"7184",143,"North Dakota",2
"7185",143,"Ohio",41
"7186",143,"Oklahoma",40
"7187",143,"Oregon",43
"7188",143,"Pennsylvania",35
"7189",143,"Rhode Island",7
"7190",143,"South Carolina",22
"7191",143,"South Dakota",4
"7192",143,"Tennessee",25
"7193",143,"Texas",45
"7194",143,"Utah",13
"7195",143,"Vermont",1
"7196",143,"Virginia",31
"7197",143,"Washington",36
"7198",143,"West Virginia",21
"7199",143,"Wisconsin",47
"7200",143,"Wyoming",0
"7201",144,"Alabama",25
"7202",144,"Alaska",3
"7203",144,"Arizona",27
"7204",144,"Arkansas",15
"7205",144,"California",49
"7206",144,"Colorado",29
"7207",144,"Connecticut",31
"7208",144,"Delaware",5
"7209",144,"Florida",47
"7210",144,"Georgia",35
"7211",144,"Hawaii",10
"7212",144,"Idaho",12
"7213",144,"Illinois",38
"7214",144,"Indiana",28
"7215",144,"Iowa",17
"7216",144,"Kansas",14
"7217",144,"Kentucky",18
"7218",144,"Louisiana",21
"7219",144,"Maine",9
"7220",144,"Maryland",19
"7221",144,"Massachusetts",33
"7222",144,"Michigan",39
"7223",144,"Minnesota",40
"7224",144,"Mississippi",16
"7225",144,"Missouri",24
"7226",144,"Montana",6
"7227",144,"Nebraska",20
"7228",144,"Nevada",11
"7229",144,"New Hampshire",8
"7230",144,"New Jersey",45
"7231",144,"New Mexico",30
"7232",144,"New York",43
"7233",144,"North Carolina",34
"7234",144,"North Dakota",2
"7235",144,"Ohio",42
"7236",144,"Oklahoma",41
"7237",144,"Oregon",44
"7238",144,"Pennsylvania",36
"7239",144,"Rhode Island",7
"7240",144,"South Carolina",23
"7241",144,"South Dakota",4
"7242",144,"Tennessee",26
"7243",144,"Texas",46
"7244",144,"Utah",13
"7245",144,"Vermont",1
"7246",144,"Virginia",32
"7247",144,"Washington",37
"7248",144,"West Virginia",22
"7249",144,"Wisconsin",48
"7250",144,"Wyoming",0
"7251",145,"Alabama",25
"7252",145,"Alaska",3
"7253",145,"Arizona",27
"7254",145,"Arkansas",15
"7255",145,"California",45
"7256",145,"Colorado",29
"7257",145,"Connecticut",31
"7258",145,"Delaware",5
"7259",145,"Florida",48
"7260",145,"Georgia",35
"7261",145,"Hawaii",10
"7262",145,"Idaho",12
"7263",145,"Illinois",38
"7264",145,"Indiana",28
"7265",145,"Iowa",17
"7266",145,"Kansas",14
"7267",145,"Kentucky",18
"7268",145,"Louisiana",21
"7269",145,"Maine",9
"7270",145,"Maryland",19
"7271",145,"Massachusetts",33
"7272",145,"Michigan",39
"7273",145,"Minnesota",40
"7274",145,"Mississippi",16
"7275",145,"Missouri",24
"7276",145,"Montana",6
"7277",145,"Nebraska",20
"7278",145,"Nevada",11
"7279",145,"New Hampshire",8
"7280",145,"New Jersey",46
"7281",145,"New Mexico",30
"7282",145,"New York",43
"7283",145,"North Carolina",34
"7284",145,"North Dakota",2
"7285",145,"Ohio",42
"7286",145,"Oklahoma",41
"7287",145,"Oregon",44
"7288",145,"Pennsylvania",36
"7289",145,"Rhode Island",7
"7290",145,"South Carolina",23
"7291",145,"South Dakota",4
"7292",145,"Tennessee",26
"7293",145,"Texas",47
"7294",145,"Utah",13
"7295",145,"Vermont",1
"7296",145,"Virginia",32
"7297",145,"Washington",37
"7298",145,"West Virginia",22
"7299",145,"Wisconsin",49
"7300",145,"Wyoming",0
"7301",146,"Alabama",26
"7302",146,"Alaska",3
"7303",146,"Arizona",28
"7304",146,"Arkansas",15
"7305",146,"California",46
"7306",146,"Colorado",30
"7307",146,"Connecticut",32
"7308",146,"Delaware",5
"7309",146,"Florida",49
"7310",146,"Georgia",36
"7311",146,"Hawaii",10
"7312",146,"Idaho",12
"7313",146,"Illinois",39
"7314",146,"Indiana",29
"7315",146,"Iowa",17
"7316",146,"Kansas",14
"7317",146,"Kentucky",18
"7318",146,"Louisiana",22
"7319",146,"Maine",9
"7320",146,"Maryland",20
"7321",146,"Massachusetts",34
"7322",146,"Michigan",40
"7323",146,"Minnesota",41
"7324",146,"Mississippi",16
"7325",146,"Missouri",25
"7326",146,"Montana",6
"7327",146,"Nebraska",21
"7328",146,"Nevada",11
"7329",146,"New Hampshire",8
"7330",146,"New Jersey",47
"7331",146,"New Mexico",31
"7332",146,"New York",44
"7333",146,"North Carolina",35
"7334",146,"North Dakota",2
"7335",146,"Ohio",43
"7336",146,"Oklahoma",42
"7337",146,"Oregon",45
"7338",146,"Pennsylvania",37
"7339",146,"Rhode Island",7
"7340",146,"South Carolina",24
"7341",146,"South Dakota",4
"7342",146,"Tennessee",27
"7343",146,"Texas",48
"7344",146,"Utah",13
"7345",146,"Vermont",1
"7346",146,"Virginia",33
"7347",146,"Washington",38
"7348",146,"West Virginia",23
"7349",146,"Wisconsin",19
"7350",146,"Wyoming",0
"7351",147,"Alabama",26
"7352",147,"Alaska",3
"7353",147,"Arizona",28
"7354",147,"Arkansas",15
"7355",147,"California",47
"7356",147,"Colorado",30
"7357",147,"Connecticut",32
"7358",147,"Delaware",5
"7359",147,"Florida",39
"7360",147,"Georgia",36
"7361",147,"Hawaii",10
"7362",147,"Idaho",12
"7363",147,"Illinois",40
"7364",147,"Indiana",29
"7365",147,"Iowa",17
"7366",147,"Kansas",14
"7367",147,"Kentucky",18
"7368",147,"Louisiana",22
"7369",147,"Maine",9
"7370",147,"Maryland",20
"7371",147,"Massachusetts",34
"7372",147,"Michigan",41
"7373",147,"Minnesota",42
"7374",147,"Mississippi",16
"7375",147,"Missouri",25
"7376",147,"Montana",6
"7377",147,"Nebraska",21
"7378",147,"Nevada",11
"7379",147,"New Hampshire",8
"7380",147,"New Jersey",48
"7381",147,"New Mexico",31
"7382",147,"New York",45
"7383",147,"North Carolina",35
"7384",147,"North Dakota",2
"7385",147,"Ohio",44
"7386",147,"Oklahoma",43
"7387",147,"Oregon",46
"7388",147,"Pennsylvania",37
"7389",147,"Rhode Island",7
"7390",147,"South Carolina",24
"7391",147,"South Dakota",4
"7392",147,"Tennessee",27
"7393",147,"Texas",49
"7394",147,"Utah",13
"7395",147,"Vermont",1
"7396",147,"Virginia",33
"7397",147,"Washington",38
"7398",147,"West Virginia",23
"7399",147,"Wisconsin",19
"7400",147,"Wyoming",0
"7401",148,"Alabama",26
"7402",148,"Alaska",3
"7403",148,"Arizona",28
"7404",148,"Arkansas",15
"7405",148,"California",48
"7406",148,"Colorado",30
"7407",148,"Connecticut",32
"7408",148,"Delaware",5
"7409",148,"Florida",39
"7410",148,"Georgia",36
"7411",148,"Hawaii",10
"7412",148,"Idaho",12
"7413",148,"Illinois",40
"7414",148,"Indiana",29
"7415",148,"Iowa",17
"7416",148,"Kansas",14
"7417",148,"Kentucky",18
"7418",148,"Louisiana",22
"7419",148,"Maine",9
"7420",148,"Maryland",20
"7421",148,"Massachusetts",34
"7422",148,"Michigan",42
"7423",148,"Minnesota",43
"7424",148,"Mississippi",16
"7425",148,"Missouri",25
"7426",148,"Montana",6
"7427",148,"Nebraska",21
"7428",148,"Nevada",11
"7429",148,"New Hampshire",8
"7430",148,"New Jersey",49
"7431",148,"New Mexico",31
"7432",148,"New York",46
"7433",148,"North Carolina",35
"7434",148,"North Dakota",2
"7435",148,"Ohio",45
"7436",148,"Oklahoma",44
"7437",148,"Oregon",47
"7438",148,"Pennsylvania",37
"7439",148,"Rhode Island",7
"7440",148,"South Carolina",24
"7441",148,"South Dakota",4
"7442",148,"Tennessee",27
"7443",148,"Texas",41
"7444",148,"Utah",13
"7445",148,"Vermont",1
"7446",148,"Virginia",33
"7447",148,"Washington",38
"7448",148,"West Virginia",23
"7449",148,"Wisconsin",19
"7450",148,"Wyoming",0
"7451",149,"Alabama",27
"7452",149,"Alaska",3
"7453",149,"Arizona",29
"7454",149,"Arkansas",15
"7455",149,"California",49
"7456",149,"Colorado",31
"7457",149,"Connecticut",33
"7458",149,"Delaware",5
"7459",149,"Florida",40
"7460",149,"Georgia",37
"7461",149,"Hawaii",10
"7462",149,"Idaho",12
"7463",149,"Illinois",41
"7464",149,"Indiana",30
"7465",149,"Iowa",17
"7466",149,"Kansas",14
"7467",149,"Kentucky",18
"7468",149,"Louisiana",22
"7469",149,"Maine",9
"7470",149,"Maryland",20
"7471",149,"Massachusetts",35
"7472",149,"Michigan",43
"7473",149,"Minnesota",44
"7474",149,"Mississippi",16
"7475",149,"Missouri",25
"7476",149,"Montana",6
"7477",149,"Nebraska",21
"7478",149,"Nevada",11
"7479",149,"New Hampshire",8
"7480",149,"New Jersey",26
"7481",149,"New Mexico",32
"7482",149,"New York",47
"7483",149,"North Carolina",36
"7484",149,"North Dakota",2
"7485",149,"Ohio",46
"7486",149,"Oklahoma",45
"7487",149,"Oregon",48
"7488",149,"Pennsylvania",38
"7489",149,"Rhode Island",7
"7490",149,"South Carolina",24
"7491",149,"South Dakota",4
"7492",149,"Tennessee",28
"7493",149,"Texas",42
"7494",149,"Utah",13
"7495",149,"Vermont",1
"7496",149,"Virginia",34
"7497",149,"Washington",39
"7498",149,"West Virginia",23
"7499",149,"Wisconsin",19
"7500",149,"Wyoming",0
"7501",150,"Alabama",27
"7502",150,"Alaska",3
"7503",150,"Arizona",29
"7504",150,"Arkansas",15
"7505",150,"California",42
"7506",150,"Colorado",31
"7507",150,"Connecticut",33
"7508",150,"Delaware",5
"7509",150,"Florida",40
"7510",150,"Georgia",37
"7511",150,"Hawaii",10
"7512",150,"Idaho",12
"7513",150,"Illinois",41
"7514",150,"Indiana",30
"7515",150,"Iowa",17
"7516",150,"Kansas",14
"7517",150,"Kentucky",18
"7518",150,"Louisiana",22
"7519",150,"Maine",9
"7520",150,"Maryland",20
"7521",150,"Massachusetts",35
"7522",150,"Michigan",44
"7523",150,"Minnesota",45
"7524",150,"Mississippi",16
"7525",150,"Missouri",25
"7526",150,"Montana",6
"7527",150,"Nebraska",21
"7528",150,"Nevada",11
"7529",150,"New Hampshire",8
"7530",150,"New Jersey",26
"7531",150,"New Mexico",32
"7532",150,"New York",48
"7533",150,"North Carolina",36
"7534",150,"North Dakota",2
"7535",150,"Ohio",47
"7536",150,"Oklahoma",46
